hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
"[32, 64]",Sigmoid,50,0.1,128,0.625
"[32, 64]",Sigmoid,50,0.1,256,0.7
"[32, 64]",Sigmoid,50,0.1,512,0.6
"[32, 64]",Sigmoid,50,0.01,16,0.9
"[32, 64]",Sigmoid,50,0.01,32,0.775
"[32, 64]",Sigmoid,50,0.01,64,0.8
"[32, 64]",Sigmoid,50,0.01,128,0.625
"[32, 64]",Sigmoid,50,0.01,256,0.725
"[32, 64]",Sigmoid,50,0.01,512,0.7
"[32, 64]",Sigmoid,50,0.001,16,0.675
"[32, 64]",Sigmoid,50,0.001,32,0.75
"[32, 64]",Sigmoid,50,0.001,64,0.575
"[32, 64]",Sigmoid,50,0.001,128,0.375
"[32, 64]",Sigmoid,50,0.001,256,0.4
"[32, 64]",Sigmoid,50,0.001,512,0.3
"[32, 64]",Sigmoid,50,0.0001,16,0.3
"[32, 64]",Sigmoid,50,0.0001,32,0.3
"[32, 64]",Sigmoid,50,0.0001,64,0.3
"[32, 64]",Sigmoid,50,0.0001,128,0.3
"[32, 64]",Sigmoid,50,0.0001,256,0.3
"[32, 64]",Sigmoid,50,0.0001,512,0.3
"[32, 64]",Sigmoid,100,10.0,16,0.3
"[32, 64]",Sigmoid,100,10.0,32,0.3
"[32, 64]",Sigmoid,100,10.0,64,0.3
"[32, 64]",Sigmoid,100,10.0,128,0.3
"[32, 64]",Sigmoid,100,10.0,256,0.3
"[32, 64]",Sigmoid,100,10.0,512,0.3
"[32, 64]",Sigmoid,100,1.0,16,0.3
"[32, 64]",Sigmoid,100,1.0,32,0.3
"[32, 64]",Sigmoid,100,1.0,64,0.3
"[32, 64]",Sigmoid,100,1.0,128,0.3
"[32, 64]",Sigmoid,100,1.0,256,0.3
"[32, 64]",Sigmoid,100,1.0,512,0.3
"[32, 64]",Sigmoid,100,0.1,16,0.775
"[32, 64]",Sigmoid,100,0.1,32,0.6
"[32, 64]",Sigmoid,100,0.1,64,0.775
"[32, 64]",Sigmoid,100,0.1,128,0.75
"[32, 64]",Sigmoid,100,0.1,256,0.65
"[32, 64]",Sigmoid,100,0.1,512,0.6
"[32, 64]",Sigmoid,100,0.01,16,0.8
"[32, 64]",Sigmoid,100,0.01,32,0.775
"[32, 64]",Sigmoid,100,0.01,64,0.825
"[32, 64]",Sigmoid,100,0.01,128,0.825
"[32, 64]",Sigmoid,100,0.01,256,0.8
"[32, 64]",Sigmoid,100,0.01,512,0.8
"[32, 64]",Sigmoid,100,0.001,16,0.75
"[32, 64]",Sigmoid,100,0.001,32,0.75
"[32, 64]",Sigmoid,100,0.001,64,0.65
"[32, 64]",Sigmoid,100,0.001,128,0.625
"[32, 64]",Sigmoid,100,0.001,256,0.7
"[32, 64]",Sigmoid,100,0.001,512,0.375
"[32, 64]",Sigmoid,100,0.0001,16,0.35
"[32, 64]",Sigmoid,100,0.0001,32,0.3
"[32, 64]",Sigmoid,100,0.0001,64,0.3
"[32, 64]",Sigmoid,100,0.0001,128,0.3
"[32, 64]",Sigmoid,100,0.0001,256,0.3
"[32, 64]",Sigmoid,100,0.0001,512,0.3
"[32, 64]",Sigmoid,250,10.0,16,0.3
"[32, 64]",Sigmoid,250,10.0,32,0.7
"[32, 64]",Sigmoid,250,10.0,64,0.3
"[32, 64]",Sigmoid,250,10.0,128,0.3
"[32, 64]",Sigmoid,250,10.0,256,0.7
"[32, 64]",Sigmoid,250,10.0,512,0.3
"[32, 64]",Sigmoid,250,1.0,16,0.3
"[32, 64]",Sigmoid,250,1.0,32,0.7
"[32, 64]",Sigmoid,250,1.0,64,0.3
"[32, 64]",Sigmoid,250,1.0,128,0.3
"[32, 64]",Sigmoid,250,1.0,256,0.3
"[32, 64]",Sigmoid,250,1.0,512,0.3
"[32, 64]",Sigmoid,250,0.1,16,0.7
"[32, 64]",Sigmoid,250,0.1,32,0.775
"[32, 64]",Sigmoid,250,0.1,64,0.7
"[32, 64]",Sigmoid,250,0.1,128,0.725
"[32, 64]",Sigmoid,250,0.1,256,0.625
"[32, 64]",Sigmoid,250,0.1,512,0.6
"[32, 64]",Sigmoid,250,0.01,16,0.8
"[32, 64]",Sigmoid,250,0.01,32,0.8
"[32, 64]",Sigmoid,250,0.01,64,0.7
"[32, 64]",Sigmoid,250,0.01,128,0.8
"[32, 64]",Sigmoid,250,0.01,256,0.8
"[32, 64]",Sigmoid,250,0.01,512,0.85
"[32, 64]",Sigmoid,250,0.001,16,0.825
"[32, 64]",Sigmoid,250,0.001,32,0.725
"[32, 64]",Sigmoid,250,0.001,64,0.7
"[32, 64]",Sigmoid,250,0.001,128,0.725
"[32, 64]",Sigmoid,250,0.001,256,0.725
"[32, 64]",Sigmoid,250,0.001,512,0.75
"[32, 64]",Sigmoid,250,0.0001,16,0.575
"[32, 64]",Sigmoid,250,0.0001,32,0.45
"[32, 64]",Sigmoid,250,0.0001,64,0.375
"[32, 64]",Sigmoid,250,0.0001,128,0.325
"[32, 64]",Sigmoid,250,0.0001,256,0.3
"[32, 64]",Sigmoid,250,0.0001,512,0.325
"[32, 64]",Tanh,1,10.0,16,0.525
"[32, 64]",Tanh,1,10.0,32,0.475
"[32, 64]",Tanh,1,10.0,64,0.575
"[32, 64]",Tanh,1,10.0,128,0.675
"[32, 64]",Tanh,1,10.0,256,0.575
"[32, 64]",Tanh,1,10.0,512,0.4
"[32, 64]",Tanh,1,1.0,16,0.425
"[32, 64]",Tanh,1,1.0,32,0.45
"[32, 64]",Tanh,1,1.0,64,0.5
"[32, 64]",Tanh,1,1.0,128,0.575
"[32, 64]",Tanh,1,1.0,256,0.55
"[32, 64]",Tanh,1,1.0,512,0.325
"[32, 64]",Tanh,1,0.1,16,0.625
"[32, 64]",Tanh,1,0.1,32,0.425
"[32, 64]",Tanh,1,0.1,64,0.5
"[32, 64]",Tanh,1,0.1,128,0.475
"[32, 64]",Tanh,1,0.1,256,0.425
"[32, 64]",Tanh,1,0.1,512,0.5
"[32, 64]",Tanh,1,0.01,16,0.75
"[32, 64]",Tanh,1,0.01,32,0.525
"[32, 64]",Tanh,1,0.01,64,0.525
"[32, 64]",Tanh,1,0.01,128,0.475
"[32, 64]",Tanh,1,0.01,256,0.575
"[32, 64]",Tanh,1,0.01,512,0.475
"[32, 64]",Tanh,1,0.001,16,0.65
"[32, 64]",Tanh,1,0.001,32,0.525
"[32, 64]",Tanh,1,0.001,64,0.4
"[32, 64]",Tanh,1,0.001,128,0.675
"[32, 64]",Tanh,1,0.001,256,0.5
"[32, 64]",Tanh,1,0.001,512,0.475
"[32, 64]",Tanh,1,0.0001,16,0.625
"[32, 64]",Tanh,1,0.0001,32,0.325
"[32, 64]",Tanh,1,0.0001,64,0.625
"[32, 64]",Tanh,1,0.0001,128,0.55
"[32, 64]",Tanh,1,0.0001,256,0.6
"[32, 64]",Tanh,1,0.0001,512,0.5
"[32, 64]",Tanh,10,10.0,16,0.3
"[32, 64]",Tanh,10,10.0,32,0.55
"[32, 64]",Tanh,10,10.0,64,0.55
"[32, 64]",Tanh,10,10.0,128,0.325
"[32, 64]",Tanh,10,10.0,256,0.625
"[32, 64]",Tanh,10,10.0,512,0.575
"[32, 64]",Tanh,10,1.0,16,0.5
"[32, 64]",Tanh,10,1.0,32,0.6
"[32, 64]",Tanh,10,1.0,64,0.425
"[32, 64]",Tanh,10,1.0,128,0.6
"[32, 64]",Tanh,10,1.0,256,0.35
"[32, 64]",Tanh,10,1.0,512,0.4
"[32, 64]",Tanh,10,0.1,16,0.675
"[32, 64]",Tanh,10,0.1,32,0.775
"[32, 64]",Tanh,10,0.1,64,0.75
"[32, 64]",Tanh,10,0.1,128,0.675
"[32, 64]",Tanh,10,0.1,256,0.7
"[32, 64]",Tanh,10,0.1,512,0.7
"[32, 64]",Tanh,10,0.01,16,0.8
"[32, 64]",Tanh,10,0.01,32,0.75
"[32, 64]",Tanh,10,0.01,64,0.725
"[32, 64]",Tanh,10,0.01,128,0.7
"[32, 64]",Tanh,10,0.01,256,0.775
"[32, 64]",Tanh,10,0.01,512,0.775
"[32, 64]",Tanh,10,0.001,16,0.625
"[32, 64]",Tanh,10,0.001,32,0.75
"[32, 64]",Tanh,10,0.001,64,0.5
"[32, 64]",Tanh,10,0.001,128,0.575
"[32, 64]",Tanh,10,0.001,256,0.475
"[32, 64]",Tanh,10,0.001,512,0.475
"[32, 64]",Tanh,10,0.0001,16,0.675
"[32, 64]",Tanh,10,0.0001,32,0.45
"[32, 64]",Tanh,10,0.0001,64,0.5
"[32, 64]",Tanh,10,0.0001,128,0.425
"[32, 64]",Tanh,10,0.0001,256,0.275
"[32, 64]",Tanh,10,0.0001,512,0.425
"[32, 64]",Tanh,25,10.0,16,0.25
"[32, 64]",Tanh,25,10.0,32,0.575
"[32, 64]",Tanh,25,10.0,64,0.55
"[32, 64]",Tanh,25,10.0,128,0.55
"[32, 64]",Tanh,25,10.0,256,0.475
"[32, 64]",Tanh,25,10.0,512,0.475
"[32, 64]",Tanh,25,1.0,16,0.525
"[32, 64]",Tanh,25,1.0,32,0.65
"[32, 64]",Tanh,25,1.0,64,0.475
"[32, 64]",Tanh,25,1.0,128,0.55
"[32, 64]",Tanh,25,1.0,256,0.525
"[32, 64]",Tanh,25,1.0,512,0.6
"[32, 64]",Tanh,25,0.1,16,0.575
"[32, 64]",Tanh,25,0.1,32,0.725
"[32, 64]",Tanh,25,0.1,64,0.8
"[32, 64]",Tanh,25,0.1,128,0.775
"[32, 64]",Tanh,25,0.1,256,0.825
"[32, 64]",Tanh,25,0.1,512,0.7
"[32, 64]",Tanh,25,0.01,16,0.85
"[32, 64]",Tanh,25,0.01,32,0.8
"[32, 64]",Tanh,25,0.01,64,0.825
"[32, 64]",Tanh,25,0.01,128,0.775
"[32, 64]",Tanh,25,0.01,256,0.75
"[32, 64]",Tanh,25,0.01,512,0.825
"[32, 64]",Tanh,25,0.001,16,0.8
"[32, 64]",Tanh,25,0.001,32,0.775
"[32, 64]",Tanh,25,0.001,64,0.65
"[32, 64]",Tanh,25,0.001,128,0.65
"[32, 64]",Tanh,25,0.001,256,0.6
"[32, 64]",Tanh,25,0.001,512,0.575
"[32, 64]",Tanh,25,0.0001,16,0.575
"[32, 64]",Tanh,25,0.0001,32,0.7
"[32, 64]",Tanh,25,0.0001,64,0.425
"[32, 64]",Tanh,25,0.0001,128,0.775
"[32, 64]",Tanh,25,0.0001,256,0.475
"[32, 64]",Tanh,25,0.0001,512,0.6
"[32, 64]",Tanh,50,10.0,16,0.475
"[32, 64]",Tanh,50,10.0,32,0.575
"[32, 64]",Tanh,50,10.0,64,0.6
"[32, 64]",Tanh,50,10.0,128,0.55
"[32, 64]",Tanh,50,10.0,256,0.275
"[32, 64]",Tanh,50,10.0,512,0.5
"[32, 64]",Tanh,50,1.0,16,0.675
"[32, 64]",Tanh,50,1.0,32,0.55
"[32, 64]",Tanh,50,1.0,64,0.65
"[32, 64]",Tanh,50,1.0,128,0.575
"[32, 64]",Tanh,50,1.0,256,0.55
"[32, 64]",Tanh,50,1.0,512,0.7
"[32, 64]",Tanh,50,0.1,16,0.775
"[32, 64]",Tanh,50,0.1,32,0.725
"[32, 64]",Tanh,50,0.1,64,0.75
"[32, 64]",Tanh,50,0.1,128,0.8
"[32, 64]",Tanh,50,0.1,256,0.825
"[32, 64]",Tanh,50,0.1,512,0.8
"[32, 64]",Tanh,50,0.01,16,0.825
"[32, 64]",Tanh,50,0.01,32,0.775
"[32, 64]",Tanh,50,0.01,64,0.8
"[32, 64]",Tanh,50,0.01,128,0.8
"[32, 64]",Tanh,50,0.01,256,0.85
"[32, 64]",Tanh,50,0.01,512,0.85
"[32, 64]",Tanh,50,0.001,16,0.8
"[32, 64]",Tanh,50,0.001,32,0.775
"[32, 64]",Tanh,50,0.001,64,0.75
"[32, 64]",Tanh,50,0.001,128,0.725
"[32, 64]",Tanh,50,0.001,256,0.625
"[32, 64]",Tanh,50,0.001,512,0.675
"[32, 64]",Tanh,50,0.0001,16,0.725
"[32, 64]",Tanh,50,0.0001,32,0.675
"[32, 64]",Tanh,50,0.0001,64,0.675
"[32, 64]",Tanh,50,0.0001,128,0.5
"[32, 64]",Tanh,50,0.0001,256,0.5
"[32, 64]",Tanh,50,0.0001,512,0.5
"[32, 64]",Tanh,100,10.0,16,0.5
"[32, 64]",Tanh,100,10.0,32,0.575
"[32, 64]",Tanh,100,10.0,64,0.65
"[32, 64]",Tanh,100,10.0,128,0.575
"[32, 64]",Tanh,100,10.0,256,0.475
"[32, 64]",Tanh,100,10.0,512,0.425
"[32, 64]",Tanh,100,1.0,16,0.425
"[32, 64]",Tanh,100,1.0,32,0.525
"[32, 64]",Tanh,100,1.0,64,0.625
"[32, 64]",Tanh,100,1.0,128,0.625
"[32, 64]",Tanh,100,1.0,256,0.675
"[32, 64]",Tanh,100,1.0,512,0.5
"[32, 64]",Tanh,100,0.1,16,0.8
"[32, 64]",Tanh,100,0.1,32,0.725
"[32, 64]",Tanh,100,0.1,64,0.725
"[32, 64]",Tanh,100,0.1,128,0.75
"[32, 64]",Tanh,100,0.1,256,0.825
"[32, 64]",Tanh,100,0.1,512,0.825
"[32, 64]",Tanh,100,0.01,16,0.775
"[32, 64]",Tanh,100,0.01,32,0.8
"[32, 64]",Tanh,100,0.01,64,0.875
"[32, 64]",Tanh,100,0.01,128,0.8
"[32, 64]",Tanh,100,0.01,256,0.85
"[32, 64]",Tanh,100,0.01,512,0.85
"[32, 64]",Tanh,100,0.001,16,0.8
"[32, 64]",Tanh,100,0.001,32,0.775
"[32, 64]",Tanh,100,0.001,64,0.775
"[32, 64]",Tanh,100,0.001,128,0.75
"[32, 64]",Tanh,100,0.001,256,0.775
"[32, 64]",Tanh,100,0.001,512,0.85
"[32, 64]",Tanh,100,0.0001,16,0.7
"[32, 64]",Tanh,100,0.0001,32,0.725
"[32, 64]",Tanh,100,0.0001,64,0.575
"[32, 64]",Tanh,100,0.0001,128,0.725
"[32, 64]",Tanh,100,0.0001,256,0.575
"[32, 64]",Tanh,100,0.0001,512,0.425
"[32, 64]",Tanh,250,10.0,16,0.475
"[32, 64]",Tanh,250,10.0,32,0.35
"[32, 64]",Tanh,250,10.0,64,0.65
"[32, 64]",Tanh,250,10.0,128,0.375
"[32, 64]",Tanh,250,10.0,256,0.6
"[32, 64]",Tanh,250,10.0,512,0.425
"[32, 64]",Tanh,250,1.0,16,0.525
"[32, 64]",Tanh,250,1.0,32,0.55
"[32, 64]",Tanh,250,1.0,64,0.725
"[32, 64]",Tanh,250,1.0,128,0.65
"[32, 64]",Tanh,250,1.0,256,0.7
"[32, 64]",Tanh,250,1.0,512,0.75
"[32, 64]",Tanh,250,0.1,16,0.725
"[32, 64]",Tanh,250,0.1,32,0.775
"[32, 64]",Tanh,250,0.1,64,0.625
"[32, 64]",Tanh,250,0.1,128,0.8
"[32, 64]",Tanh,250,0.1,256,0.675
"[32, 64]",Tanh,250,0.1,512,0.775
"[32, 64]",Tanh,250,0.01,16,0.75
"[32, 64]",Tanh,250,0.01,32,0.825
"[32, 64]",Tanh,250,0.01,64,0.725
"[32, 64]",Tanh,250,0.01,128,0.825
"[32, 64]",Tanh,250,0.01,256,0.85
"[32, 64]",Tanh,250,0.01,512,0.725
"[32, 64]",Tanh,250,0.001,16,0.775
"[32, 64]",Tanh,250,0.001,32,0.8
"[32, 64]",Tanh,250,0.001,64,0.725
"[32, 64]",Tanh,250,0.001,128,0.8
"[32, 64]",Tanh,250,0.001,256,0.875
"[32, 64]",Tanh,250,0.001,512,0.8
"[32, 64]",Tanh,250,0.0001,16,0.75
"[32, 64]",Tanh,250,0.0001,32,0.75
"[32, 64]",Tanh,250,0.0001,64,0.7
"[32, 64]",Tanh,250,0.0001,128,0.6
"[32, 64]",Tanh,250,0.0001,256,0.475
"[32, 64]",Tanh,250,0.0001,512,0.6
"[32, 64]",Identity,1,10.0,16,0.475
"[32, 64]",Identity,1,10.0,32,0.475
"[32, 64]",Identity,1,10.0,64,0.475
"[32, 64]",Identity,1,10.0,128,0.45
"[32, 64]",Identity,1,10.0,256,0.45
"[32, 64]",Identity,1,10.0,512,0.5
"[32, 64]",Identity,1,1.0,16,0.55
"[32, 64]",Identity,1,1.0,32,0.4
"[32, 64]",Identity,1,1.0,64,0.45
"[32, 64]",Identity,1,1.0,128,0.475
"[32, 64]",Identity,1,1.0,256,0.45
"[32, 64]",Identity,1,1.0,512,0.45
"[32, 64]",Identity,1,0.1,16,0.55
"[32, 64]",Identity,1,0.1,32,0.425
"[32, 64]",Identity,1,0.1,64,0.575
"[32, 64]",Identity,1,0.1,128,0.325
"[32, 64]",Identity,1,0.1,256,0.45
"[32, 64]",Identity,1,0.1,512,0.475
"[32, 64]",Identity,1,0.01,16,0.65
"[32, 64]",Identity,1,0.01,32,0.55
"[32, 64]",Identity,1,0.01,64,0.5
"[32, 64]",Identity,1,0.01,128,0.6
"[32, 64]",Identity,1,0.01,256,0.575
"[32, 64]",Identity,1,0.01,512,0.45
"[32, 64]",Identity,1,0.001,16,0.65
"[32, 64]",Identity,1,0.001,32,0.425
"[32, 64]",Identity,1,0.001,64,0.4
"[32, 64]",Identity,1,0.001,128,0.6
"[32, 64]",Identity,1,0.001,256,0.525
"[32, 64]",Identity,1,0.001,512,0.525
"[32, 64]",Identity,1,0.0001,16,0.4
"[32, 64]",Identity,1,0.0001,32,0.5
"[32, 64]",Identity,1,0.0001,64,0.625
"[32, 64]",Identity,1,0.0001,128,0.5
"[32, 64]",Identity,1,0.0001,256,0.575
"[32, 64]",Identity,1,0.0001,512,0.425
"[32, 64]",Identity,10,10.0,16,0.475
"[32, 64]",Identity,10,10.0,32,0.5
"[32, 64]",Identity,10,10.0,64,0.55
"[32, 64]",Identity,10,10.0,128,0.5
"[32, 64]",Identity,10,10.0,256,0.5
"[32, 64]",Identity,10,10.0,512,0.45
"[32, 64]",Identity,10,1.0,16,0.5
"[32, 64]",Identity,10,1.0,32,0.525
"[32, 64]",Identity,10,1.0,64,0.45
"[32, 64]",Identity,10,1.0,128,0.625
"[32, 64]",Identity,10,1.0,256,0.55
"[32, 64]",Identity,10,1.0,512,0.5
"[32, 64]",Identity,10,0.1,16,0.75
"[32, 64]",Identity,10,0.1,32,0.475
"[32, 64]",Identity,10,0.1,64,0.775
"[32, 64]",Identity,10,0.1,128,0.6
"[32, 64]",Identity,10,0.1,256,0.775
"[32, 64]",Identity,10,0.1,512,0.8
"[32, 64]",Identity,10,0.01,16,0.8
"[32, 64]",Identity,10,0.01,32,0.675
"[32, 64]",Identity,10,0.01,64,0.7
"[32, 64]",Identity,10,0.01,128,0.675
"[32, 64]",Identity,10,0.01,256,0.725
"[32, 64]",Identity,10,0.01,512,0.75
"[32, 64]",Identity,10,0.001,16,0.725
"[32, 64]",Identity,10,0.001,32,0.7
"[32, 64]",Identity,10,0.001,64,0.725
"[32, 64]",Identity,10,0.001,128,0.525
"[32, 64]",Identity,10,0.001,256,0.7
"[32, 64]",Identity,10,0.001,512,0.425
"[32, 64]",Identity,10,0.0001,16,0.525
"[32, 64]",Identity,10,0.0001,32,0.5
"[32, 64]",Identity,10,0.0001,64,0.6
"[32, 64]",Identity,10,0.0001,128,0.625
"[32, 64]",Identity,10,0.0001,256,0.55
"[32, 64]",Identity,10,0.0001,512,0.5
"[32, 64]",Identity,25,10.0,16,0.525
"[32, 64]",Identity,25,10.0,32,0.45
"[32, 64]",Identity,25,10.0,64,0.475
"[32, 64]",Identity,25,10.0,128,0.55
"[32, 64]",Identity,25,10.0,256,0.55
"[32, 64]",Identity,25,10.0,512,0.55
"[32, 64]",Identity,25,1.0,16,0.65
"[32, 64]",Identity,25,1.0,32,0.675
"[32, 64]",Identity,25,1.0,64,0.5
"[32, 64]",Identity,25,1.0,128,0.375
"[32, 64]",Identity,25,1.0,256,0.575
"[32, 64]",Identity,25,1.0,512,0.575
"[32, 64]",Identity,25,0.1,16,0.55
"[32, 64]",Identity,25,0.1,32,0.7
"[32, 64]",Identity,25,0.1,64,0.725
"[32, 64]",Identity,25,0.1,128,0.55
"[32, 64]",Identity,25,0.1,256,0.65
"[32, 64]",Identity,25,0.1,512,0.775
"[32, 64]",Identity,25,0.01,16,0.725
"[32, 64]",Identity,25,0.01,32,0.7
"[32, 64]",Identity,25,0.01,64,0.725
"[32, 64]",Identity,25,0.01,128,0.75
"[32, 64]",Identity,25,0.01,256,0.7
"[32, 64]",Identity,25,0.01,512,0.7
"[32, 64]",Identity,25,0.001,16,0.725
"[32, 64]",Identity,25,0.001,32,0.75
"[32, 64]",Identity,25,0.001,64,0.725
"[32, 64]",Identity,25,0.001,128,0.725
"[32, 64]",Identity,25,0.001,256,0.675
"[32, 64]",Identity,25,0.001,512,0.5
"[32, 64]",Identity,25,0.0001,16,0.525
"[32, 64]",Identity,25,0.0001,32,0.5
"[32, 64]",Identity,25,0.0001,64,0.425
"[32, 64]",Identity,25,0.0001,128,0.475
"[32, 64]",Identity,25,0.0001,256,0.4
"[32, 64]",Identity,25,0.0001,512,0.475
"[32, 64]",Identity,50,10.0,16,0.475
"[32, 64]",Identity,50,10.0,32,0.5
"[32, 64]",Identity,50,10.0,64,0.575
"[32, 64]",Identity,50,10.0,128,0.45
"[32, 64]",Identity,50,10.0,256,0.45
"[32, 64]",Identity,50,10.0,512,0.525
"[32, 64]",Identity,50,1.0,16,0.525
"[32, 64]",Identity,50,1.0,32,0.45
"[32, 64]",Identity,50,1.0,64,0.2
"[32, 64]",Identity,50,1.0,128,0.45
"[32, 64]",Identity,50,1.0,256,0.575
"[32, 64]",Identity,50,1.0,512,0.625
"[32, 64]",Identity,50,0.1,16,0.55
"[32, 64]",Identity,50,0.1,32,0.65
"[32, 64]",Identity,50,0.1,64,0.75
"[32, 64]",Identity,50,0.1,128,0.7
"[32, 64]",Identity,50,0.1,256,0.775
"[32, 64]",Identity,50,0.1,512,0.725
"[32, 64]",Identity,50,0.01,16,0.725
"[32, 64]",Identity,50,0.01,32,0.7
"[32, 64]",Identity,50,0.01,64,0.725
"[32, 64]",Identity,50,0.01,128,0.725
"[32, 64]",Identity,50,0.01,256,0.725
"[32, 64]",Identity,50,0.01,512,0.7
"[32, 64]",Identity,50,0.001,16,0.775
"[32, 64]",Identity,50,0.001,32,0.7
"[32, 64]",Identity,50,0.001,64,0.725
"[32, 64]",Identity,50,0.001,128,0.725
"[32, 64]",Identity,50,0.001,256,0.75
"[32, 64]",Identity,50,0.001,512,0.725
"[32, 64]",Identity,50,0.0001,16,0.7
"[32, 64]",Identity,50,0.0001,32,0.625
"[32, 64]",Identity,50,0.0001,64,0.575
"[32, 64]",Identity,50,0.0001,128,0.525
"[32, 64]",Identity,50,0.0001,256,0.5
"[32, 64]",Identity,50,0.0001,512,0.35
"[32, 64]",Identity,100,10.0,16,0.55
"[32, 64]",Identity,100,10.0,32,0.7
"[32, 64]",Identity,100,10.0,64,0.525
"[32, 64]",Identity,100,10.0,128,0.55
"[32, 64]",Identity,100,10.0,256,0.55
"[32, 64]",Identity,100,10.0,512,0.525
"[32, 64]",Identity,100,1.0,16,0.375
"[32, 64]",Identity,100,1.0,32,0.375
"[32, 64]",Identity,100,1.0,64,0.475
"[32, 64]",Identity,100,1.0,128,0.6
"[32, 64]",Identity,100,1.0,256,0.55
"[32, 64]",Identity,100,1.0,512,0.625
"[32, 64]",Identity,100,0.1,16,0.45
"[32, 64]",Identity,100,0.1,32,0.675
"[32, 64]",Identity,100,0.1,64,0.675
"[32, 64]",Identity,100,0.1,128,0.675
"[32, 64]",Identity,100,0.1,256,0.7
"[32, 64]",Identity,100,0.1,512,0.7
"[32, 64]",Identity,100,0.01,16,0.7
"[32, 64]",Identity,100,0.01,32,0.675
"[32, 64]",Identity,100,0.01,64,0.7
"[32, 64]",Identity,100,0.01,128,0.7
"[32, 64]",Identity,100,0.01,256,0.7
"[32, 64]",Identity,100,0.01,512,0.7
"[32, 64]",Identity,100,0.001,16,0.725
"[32, 64]",Identity,100,0.001,32,0.7
"[32, 64]",Identity,100,0.001,64,0.725
"[32, 64]",Identity,100,0.001,128,0.7
"[32, 64]",Identity,100,0.001,256,0.725
"[32, 64]",Identity,100,0.001,512,0.7
"[32, 64]",Identity,100,0.0001,16,0.725
"[32, 64]",Identity,100,0.0001,32,0.625
"[32, 64]",Identity,100,0.0001,64,0.65
"[32, 64]",Identity,100,0.0001,128,0.675
"[32, 64]",Identity,100,0.0001,256,0.45
"[32, 64]",Identity,100,0.0001,512,0.55
"[32, 64]",Identity,250,10.0,16,0.5
"[32, 64]",Identity,250,10.0,32,0.3
"[32, 64]",Identity,250,10.0,64,0.6
"[32, 64]",Identity,250,10.0,128,0.625
"[32, 64]",Identity,250,10.0,256,0.55
"[32, 64]",Identity,250,10.0,512,0.55
"[32, 64]",Identity,250,1.0,16,0.45
"[32, 64]",Identity,250,1.0,32,0.225
"[32, 64]",Identity,250,1.0,64,0.6
"[32, 64]",Identity,250,1.0,128,0.525
"[32, 64]",Identity,250,1.0,256,0.5
"[32, 64]",Identity,250,1.0,512,0.525
"[32, 64]",Identity,250,0.1,16,0.575
"[32, 64]",Identity,250,0.1,32,0.6
"[32, 64]",Identity,250,0.1,64,0.65
"[32, 64]",Identity,250,0.1,128,0.675
"[32, 64]",Identity,250,0.1,256,0.7
"[32, 64]",Identity,250,0.1,512,0.7
"[32, 64]",Identity,250,0.01,16,0.7
"[32, 64]",Identity,250,0.01,32,0.7
"[32, 64]",Identity,250,0.01,64,0.675
"[32, 64]",Identity,250,0.01,128,0.7
"[32, 64]",Identity,250,0.01,256,0.7
"[32, 64]",Identity,250,0.01,512,0.7
"[32, 64]",Identity,250,0.001,16,0.7
"[32, 64]",Identity,250,0.001,32,0.7
"[32, 64]",Identity,250,0.001,64,0.7
"[32, 64]",Identity,250,0.001,128,0.65
"[32, 64]",Identity,250,0.001,256,0.7
"[32, 64]",Identity,250,0.001,512,0.7
"[32, 64]",Identity,250,0.0001,16,0.725
"[32, 64]",Identity,250,0.0001,32,0.7
"[32, 64]",Identity,250,0.0001,64,0.65
"[32, 64]",Identity,250,0.0001,128,0.675
"[32, 64]",Identity,250,0.0001,256,0.65
"[32, 64]",Identity,250,0.0001,512,0.625
"[64, 128]",ReLU,1,10.0,16,0.475
"[64, 128]",ReLU,1,10.0,32,0.3
"[64, 128]",ReLU,1,10.0,64,0.3
"[64, 128]",ReLU,1,10.0,128,0.7
"[64, 128]",ReLU,1,10.0,256,0.7
"[64, 128]",ReLU,1,10.0,512,0.3
"[64, 128]",ReLU,1,1.0,16,0.7
"[64, 128]",ReLU,1,1.0,32,0.7
"[64, 128]",ReLU,1,1.0,64,0.3
"[64, 128]",ReLU,1,1.0,128,0.7
"[64, 128]",ReLU,1,1.0,256,0.75
"[64, 128]",ReLU,1,1.0,512,0.75
"[64, 128]",ReLU,1,0.1,16,0.65
"[64, 128]",ReLU,1,0.1,32,0.425
"[64, 128]",ReLU,1,0.1,64,0.475
"[64, 128]",ReLU,1,0.1,128,0.7
"[64, 128]",ReLU,1,0.1,256,0.775
"[64, 128]",ReLU,1,0.1,512,0.75
"[64, 128]",ReLU,1,0.01,16,0.65
"[64, 128]",ReLU,1,0.01,32,0.75
"[64, 128]",ReLU,1,0.01,64,0.525
"[64, 128]",ReLU,1,0.01,128,0.45
"[64, 128]",ReLU,1,0.01,256,0.7
"[64, 128]",ReLU,1,0.01,512,0.65
"[64, 128]",ReLU,1,0.001,16,0.675
"[64, 128]",ReLU,1,0.001,32,0.625
"[64, 128]",ReLU,1,0.001,64,0.65
"[64, 128]",ReLU,1,0.001,128,0.525
"[64, 128]",ReLU,1,0.001,256,0.65
"[64, 128]",ReLU,1,0.001,512,0.625
"[64, 128]",ReLU,1,0.0001,16,0.475
