Hidden Layers,Activation Function,Epochs,Learning Rate,Batch Size,MSE
"[8, 16]",Tanh,1,0.0001,16,0.15874353
"[8, 16]",Tanh,1,0.0001,32,0.26274344
"[8, 16]",Tanh,1,0.0001,64,0.17569861
"[8, 16]",Tanh,1,0.0001,128,0.36383778
"[8, 16]",Tanh,1,0.0001,256,0.11913691
"[8, 16]",Tanh,1,0.0001,512,0.09742564
"[8, 16]",Tanh,10,0.1,16,0.015626801
"[8, 16]",Tanh,10,0.1,32,0.015506589
"[8, 16]",Tanh,10,0.1,64,0.015557598
"[8, 16]",Tanh,10,0.1,128,0.016252482
"[8, 16]",Tanh,10,0.1,256,0.016507192
"[8, 16]",Tanh,10,0.1,512,0.016184142
"[8, 16]",Tanh,10,0.01,16,0.015763026
"[8, 16]",Tanh,10,0.01,32,0.01707668
"[8, 16]",Tanh,10,0.01,64,0.016773252
"[8, 16]",Tanh,10,0.01,128,0.021139814
"[8, 16]",Tanh,10,0.01,256,0.02015315
"[8, 16]",Tanh,10,0.01,512,0.0254918
"[8, 16]",Tanh,10,0.001,16,0.018362582
"[8, 16]",Tanh,10,0.001,32,0.023166385
"[8, 16]",Tanh,10,0.001,64,0.03248816
"[8, 16]",Tanh,10,0.001,128,0.04166281
"[8, 16]",Tanh,10,0.001,256,0.14994946
"[8, 16]",Tanh,10,0.001,512,0.27435565
"[8, 16]",Tanh,10,0.0001,16,0.056203865
"[8, 16]",Tanh,10,0.0001,32,0.08166614
"[8, 16]",Tanh,10,0.0001,64,0.23264867
"[8, 16]",Tanh,10,0.0001,128,0.26761422
"[8, 16]",Tanh,10,0.0001,256,0.14972067
"[8, 16]",Tanh,10,0.0001,512,0.1489299
"[8, 16]",Tanh,25,0.1,16,0.015284915
"[8, 16]",Tanh,25,0.1,32,0.015007453
"[8, 16]",Tanh,25,0.1,64,0.015882572
"[8, 16]",Tanh,25,0.1,128,0.015585032
"[8, 16]",Tanh,25,0.1,256,0.015858177
"[8, 16]",Tanh,25,0.1,512,0.016742013
"[8, 16]",Tanh,25,0.01,16,0.016004883
"[8, 16]",Tanh,25,0.01,32,0.015581461
"[8, 16]",Tanh,25,0.01,64,0.016108206
"[8, 16]",Tanh,25,0.01,128,0.019458449
"[8, 16]",Tanh,25,0.01,256,0.01936198
"[8, 16]",Tanh,25,0.01,512,0.023977485
"[8, 16]",Tanh,25,0.001,16,0.01765164
"[8, 16]",Tanh,25,0.001,32,0.018341295
"[8, 16]",Tanh,25,0.001,64,0.021056533
"[8, 16]",Tanh,25,0.001,128,0.022610867
"[8, 16]",Tanh,25,0.001,256,0.036739364
"[8, 16]",Tanh,25,0.001,512,0.026277326
"[8, 16]",Tanh,25,0.0001,16,0.026569
"[8, 16]",Tanh,25,0.0001,32,0.028770998
"[8, 16]",Tanh,25,0.0001,64,0.1446767
"[8, 16]",Tanh,25,0.0001,128,0.041193407
"[8, 16]",Tanh,25,0.0001,256,0.34057862
"[8, 16]",Tanh,25,0.0001,512,0.15696523
"[8, 16]",Tanh,50,0.1,16,0.014614436
"[8, 16]",Tanh,50,0.1,32,0.014547697
"[8, 16]",Tanh,50,0.1,64,0.014843998
"[8, 16]",Tanh,50,0.1,128,0.015663072
"[8, 16]",Tanh,50,0.1,256,0.015812907
"[8, 16]",Tanh,50,0.1,512,0.016353166
"[8, 16]",Tanh,50,0.01,16,0.0148087265
"[8, 16]",Tanh,50,0.01,32,0.015338156
"[8, 16]",Tanh,50,0.01,64,0.016221605
"[8, 16]",Tanh,50,0.01,128,0.016467568
"[8, 16]",Tanh,50,0.01,256,0.01724443
"[8, 16]",Tanh,50,0.01,512,0.020300336
"[8, 16]",Tanh,50,0.001,16,0.015980946
"[8, 16]",Tanh,50,0.001,32,0.018917922
"[8, 16]",Tanh,50,0.001,64,0.020466635
"[8, 16]",Tanh,50,0.001,128,0.02154216
"[8, 16]",Tanh,50,0.001,256,0.028631313
"[8, 16]",Tanh,50,0.001,512,0.051167928
"[8, 16]",Tanh,50,0.0001,16,0.021941628
"[8, 16]",Tanh,50,0.0001,32,0.028277304
"[8, 16]",Tanh,50,0.0001,64,0.04877877
"[8, 16]",Tanh,50,0.0001,128,0.061854497
"[8, 16]",Tanh,50,0.0001,256,0.1549532
"[8, 16]",Tanh,50,0.0001,512,0.08747707
"[8, 16]",Tanh,100,0.1,16,0.014116536
"[8, 16]",Tanh,100,0.1,32,0.014064947
"[8, 16]",Tanh,100,0.1,64,0.0147747705
"[8, 16]",Tanh,100,0.1,128,0.015452155
"[8, 16]",Tanh,100,0.1,256,0.01515187
"[8, 16]",Tanh,100,0.1,512,0.015884303
"[8, 16]",Tanh,100,0.01,16,0.014896466
"[8, 16]",Tanh,100,0.01,32,0.015316707
"[8, 16]",Tanh,100,0.01,64,0.015482375
"[8, 16]",Tanh,100,0.01,128,0.016158108
"[8, 16]",Tanh,100,0.01,256,0.016035696
"[8, 16]",Tanh,100,0.01,512,0.017095277
"[8, 16]",Tanh,100,0.001,16,0.016068293
"[8, 16]",Tanh,100,0.001,32,0.016949221
"[8, 16]",Tanh,100,0.001,64,0.017051855
"[8, 16]",Tanh,100,0.001,128,0.018840743
"[8, 16]",Tanh,100,0.001,256,0.022447232
"[8, 16]",Tanh,100,0.001,512,0.025793456
"[8, 16]",Tanh,100,0.0001,16,0.020842083
"[8, 16]",Tanh,100,0.0001,32,0.02705177
"[8, 16]",Tanh,100,0.0001,64,0.020209232
"[8, 16]",Tanh,100,0.0001,128,0.06547316
"[8, 16]",Tanh,100,0.0001,256,0.14970778
"[8, 16]",Tanh,100,0.0001,512,0.22443098
"[8, 16]",Tanh,250,0.1,16,0.014348064
"[8, 16]",Tanh,250,0.1,32,0.014039963
"[8, 16]",Tanh,250,0.1,64,0.014077704
"[8, 16]",Tanh,250,0.1,128,0.014454715
"[8, 16]",Tanh,250,0.1,256,0.014409726
"[8, 16]",Tanh,250,0.1,512,0.015211688
"[8, 16]",Tanh,250,0.01,16,0.014589633
"[8, 16]",Tanh,250,0.01,32,0.014768686
"[8, 16]",Tanh,250,0.01,64,0.01517167
"[8, 16]",Tanh,250,0.01,128,0.015319414
"[8, 16]",Tanh,250,0.01,256,0.015602142
"[8, 16]",Tanh,250,0.01,512,0.015432128
"[8, 16]",Tanh,250,0.001,16,0.015846461
"[8, 16]",Tanh,250,0.001,32,0.016038053
"[8, 16]",Tanh,250,0.001,64,0.017588867
"[8, 16]",Tanh,250,0.001,128,0.016932366
"[8, 16]",Tanh,250,0.001,256,0.017487064
"[8, 16]",Tanh,250,0.001,512,0.01811746
"[8, 16]",Tanh,250,0.0001,16,0.016554879
"[8, 16]",Tanh,250,0.0001,32,0.018421885
"[8, 16]",Tanh,250,0.0001,64,0.022185933
"[8, 16]",Tanh,250,0.0001,128,0.03335044
"[8, 16]",Tanh,250,0.0001,256,0.04436182
"[8, 16]",Tanh,250,0.0001,512,0.09709789
"[16, 32]",Identity,1,0.1,16,0.02289447
"[16, 32]",Identity,1,0.1,32,0.016905403
"[16, 32]",Identity,1,0.1,64,0.016523823
"[16, 32]",Identity,1,0.1,128,0.01684056
"[16, 32]",Identity,1,0.1,256,0.017637283
"[16, 32]",Identity,1,0.1,512,0.024461506
"[16, 32]",Identity,1,0.01,16,0.016485881
"[16, 32]",Identity,1,0.01,32,0.018205782
"[16, 32]",Identity,1,0.01,64,0.03248539
"[16, 32]",Identity,1,0.01,128,0.036621172
"[16, 32]",Identity,1,0.01,256,0.1233354
"[16, 32]",Identity,1,0.01,512,0.13229924
"[16, 32]",Identity,1,0.001,16,0.039133094
"[16, 32]",Identity,1,0.001,32,0.1228984
"[16, 32]",Identity,1,0.001,64,0.104578085
"[16, 32]",Identity,1,0.001,128,0.43249688
"[16, 32]",Identity,1,0.001,256,0.23602742
"[16, 32]",Identity,1,0.001,512,0.25931808
"[16, 32]",Identity,1,0.0001,16,0.8541278
"[16, 32]",Identity,1,0.0001,32,0.29744065
"[16, 32]",Identity,1,0.0001,64,0.48903528
"[16, 32]",Identity,1,0.0001,128,0.8373782
"[16, 32]",Identity,1,0.0001,256,0.278598
"[16, 32]",Identity,1,0.0001,512,0.44032237
"[16, 32]",Identity,10,0.1,16,0.016163401
"[16, 32]",Identity,10,0.1,32,0.016770333
"[16, 32]",Identity,10,0.1,64,0.018216938
"[16, 32]",Identity,10,0.1,128,0.016434086
"[16, 32]",Identity,10,0.1,256,0.016019704
"[16, 32]",Identity,10,0.1,512,0.016168384
"[16, 32]",Identity,10,0.01,16,0.015884401
"[16, 32]",Identity,10,0.01,32,0.016343784
"[16, 32]",Identity,10,0.01,64,0.01628825
"[16, 32]",Identity,10,0.01,128,0.016936228
"[16, 32]",Identity,10,0.01,256,0.022363614
"[16, 32]",Identity,10,0.01,512,0.021698687
"[16, 32]",Identity,10,0.001,16,0.016603857
"[16, 32]",Identity,10,0.001,32,0.016653161
"[16, 32]",Identity,10,0.001,64,0.024583466
"[16, 32]",Identity,10,0.001,128,0.029122429
"[16, 32]",Identity,10,0.001,256,0.07841222
"[16, 32]",Identity,10,0.001,512,0.20559664
"[16, 32]",Identity,10,0.0001,16,0.08755043
"[16, 32]",Identity,10,0.0001,32,0.06501814
"[16, 32]",Identity,10,0.0001,64,0.078012966
"[16, 32]",Identity,10,0.0001,128,0.15953308
"[16, 32]",Identity,10,0.0001,256,0.3932651
"[16, 32]",Identity,10,0.0001,512,0.13776211
"[16, 32]",Identity,25,0.1,16,0.016438313
"[16, 32]",Identity,25,0.1,32,0.01668466
"[16, 32]",Identity,25,0.1,64,0.015705658
"[16, 32]",Identity,25,0.1,128,0.015835732
"[16, 32]",Identity,25,0.1,256,0.01594367
"[16, 32]",Identity,25,0.1,512,0.01605295
"[16, 32]",Identity,25,0.01,16,0.016063314
"[16, 32]",Identity,25,0.01,32,0.015988376
"[16, 32]",Identity,25,0.01,64,0.016067944
"[16, 32]",Identity,25,0.01,128,0.015909528
"[16, 32]",Identity,25,0.01,256,0.016549556
"[16, 32]",Identity,25,0.01,512,0.017118122
"[16, 32]",Identity,25,0.001,16,0.01621455
"[16, 32]",Identity,25,0.001,32,0.017376486
"[16, 32]",Identity,25,0.001,64,0.018349212
"[16, 32]",Identity,25,0.001,128,0.024657693
"[16, 32]",Identity,25,0.001,256,0.024781285
"[16, 32]",Identity,25,0.001,512,0.09657043
"[16, 32]",Identity,25,0.0001,16,0.025163779
"[16, 32]",Identity,25,0.0001,32,0.06830654
"[16, 32]",Identity,25,0.0001,64,0.12575874
"[16, 32]",Identity,25,0.0001,128,0.1436963
"[16, 32]",Identity,25,0.0001,256,0.10269374
"[16, 32]",Identity,25,0.0001,512,0.2070931
"[16, 32]",Identity,50,0.1,16,0.01611217
"[16, 32]",Identity,50,0.1,32,0.016293842
"[16, 32]",Identity,50,0.1,64,0.01653376
"[16, 32]",Identity,50,0.1,128,0.016038653
"[16, 32]",Identity,50,0.1,256,0.015862571
"[16, 32]",Identity,50,0.1,512,0.01591256
"[16, 32]",Identity,50,0.01,16,0.015919503
"[16, 32]",Identity,50,0.01,32,0.01584891
"[16, 32]",Identity,50,0.01,64,0.01597706
"[16, 32]",Identity,50,0.01,128,0.015878674
"[16, 32]",Identity,50,0.01,256,0.015962394
"[16, 32]",Identity,50,0.01,512,0.017016567
"[16, 32]",Identity,50,0.001,16,0.016166937
"[16, 32]",Identity,50,0.001,32,0.015739704
"[16, 32]",Identity,50,0.001,64,0.017712733
"[16, 32]",Identity,50,0.001,128,0.017684165
"[16, 32]",Identity,50,0.001,256,0.019301593
"[16, 32]",Identity,50,0.001,512,0.03764884
"[16, 32]",Identity,50,0.0001,16,0.023524553
"[16, 32]",Identity,50,0.0001,32,0.025076814
"[16, 32]",Identity,50,0.0001,64,0.05404377
"[16, 32]",Identity,50,0.0001,128,0.12322082
"[16, 32]",Identity,50,0.0001,256,0.1100708
"[16, 32]",Identity,50,0.0001,512,0.06857954
"[16, 32]",Identity,100,0.1,16,0.015986634
"[16, 32]",Identity,100,0.1,32,0.016020155
"[16, 32]",Identity,100,0.1,64,0.015932178
"[16, 32]",Identity,100,0.1,128,0.016293315
"[16, 32]",Identity,100,0.1,256,0.016017416
"[16, 32]",Identity,100,0.1,512,0.015836371
"[16, 32]",Identity,100,0.01,16,0.01578588
"[16, 32]",Identity,100,0.01,32,0.015864441
"[16, 32]",Identity,100,0.01,64,0.016059881
"[16, 32]",Identity,100,0.01,128,0.016325459
"[16, 32]",Identity,100,0.01,256,0.01574474
"[16, 32]",Identity,100,0.01,512,0.015753014
"[16, 32]",Identity,100,0.001,16,0.015975941
"[16, 32]",Identity,100,0.001,32,0.016154438
"[16, 32]",Identity,100,0.001,64,0.016413003
"[16, 32]",Identity,100,0.001,128,0.01706272
"[16, 32]",Identity,100,0.001,256,0.018218596
"[16, 32]",Identity,100,0.001,512,0.023311296
"[16, 32]",Identity,100,0.0001,16,0.016333407
"[16, 32]",Identity,100,0.0001,32,0.020770874
"[16, 32]",Identity,100,0.0001,64,0.020636212
"[16, 32]",Identity,100,0.0001,128,0.060612783
"[16, 32]",Identity,100,0.0001,256,0.10720601
"[16, 32]",Identity,100,0.0001,512,0.17916739
"[16, 32]",Identity,250,0.1,16,0.015762296
"[16, 32]",Identity,250,0.1,32,0.016124558
"[16, 32]",Identity,250,0.1,64,0.015824085
"[16, 32]",Identity,250,0.1,128,0.016308645
"[16, 32]",Identity,250,0.1,256,0.015817972
"[16, 32]",Identity,250,0.1,512,0.01586205
"[16, 32]",Identity,250,0.01,16,0.01580417
"[16, 32]",Identity,250,0.01,32,0.015816512
"[16, 32]",Identity,250,0.01,64,0.01592392
"[16, 32]",Identity,250,0.01,128,0.015979843
"[16, 32]",Identity,250,0.01,256,0.01612572
"[16, 32]",Identity,250,0.01,512,0.016230095
"[16, 32]",Identity,250,0.001,16,0.016021362
"[16, 32]",Identity,250,0.001,32,0.016105594
"[16, 32]",Identity,250,0.001,64,0.016634328
"[16, 32]",Identity,250,0.001,128,0.015790869
"[16, 32]",Identity,250,0.001,256,0.01606918
"[16, 32]",Identity,250,0.001,512,0.018346153
"[16, 32]",Identity,250,0.0001,16,0.016027728
"[16, 32]",Identity,250,0.0001,32,0.01637667
"[16, 32]",Identity,250,0.0001,64,0.01968436
"[16, 32]",Identity,250,0.0001,128,0.021331107
"[16, 32]",Identity,250,0.0001,256,0.030831952
"[16, 32]",Identity,250,0.0001,512,0.07782374
"[16, 32]",Sigmoid,1,0.1,16,0.022946129
"[16, 32]",Sigmoid,1,0.1,32,0.02193999
"[16, 32]",Sigmoid,1,0.1,64,0.02575161
"[16, 32]",Sigmoid,1,0.1,128,0.022203203
"[16, 32]",Sigmoid,1,0.1,256,0.021601392
"[16, 32]",Sigmoid,1,0.1,512,0.077788986
"[16, 32]",Sigmoid,1,0.01,16,0.02112653
"[16, 32]",Sigmoid,1,0.01,32,0.020671934
"[16, 32]",Sigmoid,1,0.01,64,0.021600533
"[16, 32]",Sigmoid,1,0.01,128,0.022368252
"[16, 32]",Sigmoid,1,0.01,256,0.021323243
"[16, 32]",Sigmoid,1,0.01,512,0.061209068
"[16, 32]",Sigmoid,1,0.001,16,0.02307267
"[16, 32]",Sigmoid,1,0.001,32,0.027344525
"[16, 32]",Sigmoid,1,0.001,64,0.11028354
"[16, 32]",Sigmoid,1,0.001,128,0.080690145
"[16, 32]",Sigmoid,1,0.001,256,0.752467
"[16, 32]",Sigmoid,1,0.001,512,0.2751578
"[16, 32]",Sigmoid,1,0.0001,16,0.06910798
"[16, 32]",Sigmoid,1,0.0001,32,0.030290568
"[16, 32]",Sigmoid,1,0.0001,64,0.024728721
"[16, 32]",Sigmoid,1,0.0001,128,0.041388784
"[16, 32]",Sigmoid,1,0.0001,256,0.04232076
"[16, 32]",Sigmoid,1,0.0001,512,0.43389282
"[16, 32]",Sigmoid,10,0.1,16,0.017403942
"[16, 32]",Sigmoid,10,0.1,32,0.017424144
"[16, 32]",Sigmoid,10,0.1,64,0.026045546
"[16, 32]",Sigmoid,10,0.1,128,0.022567155
"[16, 32]",Sigmoid,10,0.1,256,0.020352142
"[16, 32]",Sigmoid,10,0.1,512,0.021603005
"[16, 32]",Sigmoid,10,0.01,16,0.020176709
"[16, 32]",Sigmoid,10,0.01,32,0.02106513
"[16, 32]",Sigmoid,10,0.01,64,0.021108394
"[16, 32]",Sigmoid,10,0.01,128,0.021254156
"[16, 32]",Sigmoid,10,0.01,256,0.021210685
"[16, 32]",Sigmoid,10,0.01,512,0.020283975
"[16, 32]",Sigmoid,10,0.001,16,0.022381892
"[16, 32]",Sigmoid,10,0.001,32,0.02137635
"[16, 32]",Sigmoid,10,0.001,64,0.021242574
"[16, 32]",Sigmoid,10,0.001,128,0.021319633
"[16, 32]",Sigmoid,10,0.001,256,0.02307779
"[16, 32]",Sigmoid,10,0.001,512,0.027263101
"[16, 32]",Sigmoid,10,0.0001,16,0.02187606
"[16, 32]",Sigmoid,10,0.0001,32,0.031497683
"[16, 32]",Sigmoid,10,0.0001,64,0.07862107
"[16, 32]",Sigmoid,10,0.0001,128,0.03649535
"[16, 32]",Sigmoid,10,0.0001,256,0.029137436
"[16, 32]",Sigmoid,10,0.0001,512,0.3417992
"[16, 32]",Sigmoid,25,0.1,16,0.018020067
"[16, 32]",Sigmoid,25,0.1,32,0.016949693
"[16, 32]",Sigmoid,25,0.1,64,0.020343516
"[16, 32]",Sigmoid,25,0.1,128,0.018981699
"[16, 32]",Sigmoid,25,0.1,256,0.019255213
"[16, 32]",Sigmoid,25,0.1,512,0.02239202
"[16, 32]",Sigmoid,25,0.01,16,0.019701432
"[16, 32]",Sigmoid,25,0.01,32,0.01989735
"[16, 32]",Sigmoid,25,0.01,64,0.020777259
"[16, 32]",Sigmoid,25,0.01,128,0.020726245
"[16, 32]",Sigmoid,25,0.01,256,0.021881815
"[16, 32]",Sigmoid,25,0.01,512,0.021054216
"[16, 32]",Sigmoid,25,0.001,16,0.021821132
"[16, 32]",Sigmoid,25,0.001,32,0.020930422
"[16, 32]",Sigmoid,25,0.001,64,0.022011572
"[16, 32]",Sigmoid,25,0.001,128,0.021606123
"[16, 32]",Sigmoid,25,0.001,256,0.022113403
"[16, 32]",Sigmoid,25,0.001,512,0.021703592
"[16, 32]",Sigmoid,25,0.0001,16,0.022129321
"[16, 32]",Sigmoid,25,0.0001,32,0.021373438
"[16, 32]",Sigmoid,25,0.0001,64,0.025293093
"[16, 32]",Sigmoid,25,0.0001,128,0.028450837
"[16, 32]",Sigmoid,25,0.0001,256,0.18943594
"[16, 32]",Sigmoid,25,0.0001,512,0.039864875
"[16, 32]",Sigmoid,50,0.1,16,0.016918937
"[16, 32]",Sigmoid,50,0.1,32,0.01577714
"[16, 32]",Sigmoid,50,0.1,64,0.015916659
"[16, 32]",Sigmoid,50,0.1,128,0.018853083
"[16, 32]",Sigmoid,50,0.1,256,0.017669452
"[16, 32]",Sigmoid,50,0.1,512,0.018572528
"[16, 32]",Sigmoid,50,0.01,16,0.016976938
"[16, 32]",Sigmoid,50,0.01,32,0.018282034
"[16, 32]",Sigmoid,50,0.01,64,0.02112594
"[16, 32]",Sigmoid,50,0.01,128,0.020493431
"[16, 32]",Sigmoid,50,0.01,256,0.020762814
"[16, 32]",Sigmoid,50,0.01,512,0.020957038
"[16, 32]",Sigmoid,50,0.001,16,0.021256806
"[16, 32]",Sigmoid,50,0.001,32,0.021474121
"[16, 32]",Sigmoid,50,0.001,64,0.021351153
"[16, 32]",Sigmoid,50,0.001,128,0.022171665
"[16, 32]",Sigmoid,50,0.001,256,0.022680426
"[16, 32]",Sigmoid,50,0.001,512,0.022286791
"[16, 32]",Sigmoid,50,0.0001,16,0.021256527
"[16, 32]",Sigmoid,50,0.0001,32,0.021328567
"[16, 32]",Sigmoid,50,0.0001,64,0.021731516
"[16, 32]",Sigmoid,50,0.0001,128,0.021457871
"[16, 32]",Sigmoid,50,0.0001,256,0.03393869
"[16, 32]",Sigmoid,50,0.0001,512,0.028746162
"[16, 32]",Sigmoid,100,0.1,16,0.016006222
"[16, 32]",Sigmoid,100,0.1,32,0.020563897
"[16, 32]",Sigmoid,100,0.1,64,0.018115757
"[16, 32]",Sigmoid,100,0.1,128,0.01642345
"[16, 32]",Sigmoid,100,0.1,256,0.016835103
"[16, 32]",Sigmoid,100,0.1,512,0.0186595
"[16, 32]",Sigmoid,100,0.01,16,0.016058365
"[16, 32]",Sigmoid,100,0.01,32,0.017409319
"[16, 32]",Sigmoid,100,0.01,64,0.018978154
"[16, 32]",Sigmoid,100,0.01,128,0.018578213
"[16, 32]",Sigmoid,100,0.01,256,0.020500457
"[16, 32]",Sigmoid,100,0.01,512,0.021302847
"[16, 32]",Sigmoid,100,0.001,16,0.021027563
"[16, 32]",Sigmoid,100,0.001,32,0.021497775
"[16, 32]",Sigmoid,100,0.001,64,0.021032058
"[16, 32]",Sigmoid,100,0.001,128,0.020084683
"[16, 32]",Sigmoid,100,0.001,256,0.021129346
"[16, 32]",Sigmoid,100,0.001,512,0.021608535
"[16, 32]",Sigmoid,100,0.0001,16,0.020890621
"[16, 32]",Sigmoid,100,0.0001,32,0.022930117
"[16, 32]",Sigmoid,100,0.0001,64,0.022137024
"[16, 32]",Sigmoid,100,0.0001,128,0.021278718
"[16, 32]",Sigmoid,100,0.0001,256,0.021859659
"[16, 32]",Sigmoid,100,0.0001,512,0.030728923
"[16, 32]",Sigmoid,250,0.1,16,0.015028679
"[16, 32]",Sigmoid,250,0.1,32,0.015247019
"[16, 32]",Sigmoid,250,0.1,64,0.015841534
"[16, 32]",Sigmoid,250,0.1,128,0.016405053
"[16, 32]",Sigmoid,250,0.1,256,0.019778788
"[16, 32]",Sigmoid,250,0.1,512,0.016330767
"[16, 32]",Sigmoid,250,0.01,16,0.015709687
"[16, 32]",Sigmoid,250,0.01,32,0.015835507
"[16, 32]",Sigmoid,250,0.01,64,0.016624937
"[16, 32]",Sigmoid,250,0.01,128,0.018083783
"[16, 32]",Sigmoid,250,0.01,256,0.019819034
"[16, 32]",Sigmoid,250,0.01,512,0.020969452
"[16, 32]",Sigmoid,250,0.001,16,0.019777637
"[16, 32]",Sigmoid,250,0.001,32,0.01950243
"[16, 32]",Sigmoid,250,0.001,64,0.020572267
"[16, 32]",Sigmoid,250,0.001,128,0.021561915
"[16, 32]",Sigmoid,250,0.001,256,0.02249229
"[16, 32]",Sigmoid,250,0.001,512,0.021446923
"[16, 32]",Sigmoid,250,0.0001,16,0.02149953
"[16, 32]",Sigmoid,250,0.0001,32,0.021436078
"[16, 32]",Sigmoid,250,0.0001,64,0.021038745
"[16, 32]",Sigmoid,250,0.0001,128,0.02219168
"[16, 32]",Sigmoid,250,0.0001,256,0.020458085
"[16, 32]",Sigmoid,250,0.0001,512,0.022625186
"[16, 32]",ReLU,1,0.1,16,0.017569585
"[16, 32]",ReLU,1,0.1,32,0.017552687
"[16, 32]",ReLU,1,0.1,64,0.01920385
"[16, 32]",ReLU,1,0.1,128,0.022215225
"[16, 32]",ReLU,1,0.1,256,0.025436472
"[16, 32]",ReLU,1,0.1,512,0.025525091
"[16, 32]",ReLU,1,0.01,16,0.02147636
"[16, 32]",ReLU,1,0.01,32,0.023271507
"[16, 32]",ReLU,1,0.01,64,0.030054329
"[16, 32]",ReLU,1,0.01,128,0.04211232
"[16, 32]",ReLU,1,0.01,256,0.052015897
"[16, 32]",ReLU,1,0.01,512,0.27044442
"[16, 32]",ReLU,1,0.001,16,0.07543719
"[16, 32]",ReLU,1,0.001,32,0.088658236
"[16, 32]",ReLU,1,0.001,64,0.3080488
"[16, 32]",ReLU,1,0.001,128,0.19241226
"[16, 32]",ReLU,1,0.001,256,0.1930648
"[16, 32]",ReLU,1,0.001,512,0.23026568
"[16, 32]",ReLU,1,0.0001,16,0.3480506
"[16, 32]",ReLU,1,0.0001,32,0.2253714
"[16, 32]",ReLU,1,0.0001,64,0.33062094
"[16, 32]",ReLU,1,0.0001,128,0.24899459
"[16, 32]",ReLU,1,0.0001,256,0.3581931
"[16, 32]",ReLU,1,0.0001,512,0.6631289
"[16, 32]",ReLU,10,0.1,16,0.01457439
"[16, 32]",ReLU,10,0.1,32,0.015019488
"[16, 32]",ReLU,10,0.1,64,0.015658708
"[16, 32]",ReLU,10,0.1,128,0.016634502
"[16, 32]",ReLU,10,0.1,256,0.016876638
"[16, 32]",ReLU,10,0.1,512,0.019934455
"[16, 32]",ReLU,10,0.01,16,0.016757436
"[16, 32]",ReLU,10,0.01,32,0.017208079
"[16, 32]",ReLU,10,0.01,64,0.019937351
"[16, 32]",ReLU,10,0.01,128,0.021822542
"[16, 32]",ReLU,10,0.01,256,0.024928814
"[16, 32]",ReLU,10,0.01,512,0.027325269
"[16, 32]",ReLU,10,0.001,16,0.024260506
"[16, 32]",ReLU,10,0.001,32,0.031550802
"[16, 32]",ReLU,10,0.001,64,0.027893381
"[16, 32]",ReLU,10,0.001,128,0.06871548
"[16, 32]",ReLU,10,0.001,256,0.060609233
"[16, 32]",ReLU,10,0.001,512,0.27106965
"[16, 32]",ReLU,10,0.0001,16,0.035017982
"[16, 32]",ReLU,10,0.0001,32,0.11681576
"[16, 32]",ReLU,10,0.0001,64,0.14253944
"[16, 32]",ReLU,10,0.0001,128,0.1615208
"[16, 32]",ReLU,10,0.0001,256,0.25455943
"[16, 32]",ReLU,10,0.0001,512,0.22655347
"[16, 32]",ReLU,25,0.1,16,0.014540053
"[16, 32]",ReLU,25,0.1,32,0.013857999
"[16, 32]",ReLU,25,0.1,64,0.014443991
"[16, 32]",ReLU,25,0.1,128,0.014752022
"[16, 32]",ReLU,25,0.1,256,0.01570123
"[16, 32]",ReLU,25,0.1,512,0.016802276
"[16, 32]",ReLU,25,0.01,16,0.015386283
"[16, 32]",ReLU,25,0.01,32,0.016132489
"[16, 32]",ReLU,25,0.01,64,0.017863913
"[16, 32]",ReLU,25,0.01,128,0.020326521
"[16, 32]",ReLU,25,0.01,256,0.01917664
"[16, 32]",ReLU,25,0.01,512,0.033362955
"[16, 32]",ReLU,25,0.001,16,0.018516403
"[16, 32]",ReLU,25,0.001,32,0.024432283
"[16, 32]",ReLU,25,0.001,64,0.02572992
"[16, 32]",ReLU,25,0.001,128,0.028471671
"[16, 32]",ReLU,25,0.001,256,0.028311944
"[16, 32]",ReLU,25,0.001,512,0.07404258
"[16, 32]",ReLU,25,0.0001,16,0.027618034
"[16, 32]",ReLU,25,0.0001,32,0.03457551
"[16, 32]",ReLU,25,0.0001,64,0.10407586
"[16, 32]",ReLU,25,0.0001,128,0.19416735
"[16, 32]",ReLU,25,0.0001,256,0.18133819
"[16, 32]",ReLU,25,0.0001,512,0.32798627
"[16, 32]",ReLU,50,0.1,16,0.013614547
"[16, 32]",ReLU,50,0.1,32,0.014219686
"[16, 32]",ReLU,50,0.1,64,0.014329535
"[16, 32]",ReLU,50,0.1,128,0.014711962
"[16, 32]",ReLU,50,0.1,256,0.015211121
"[16, 32]",ReLU,50,0.1,512,0.015659198
"[16, 32]",ReLU,50,0.01,16,0.014402735
"[16, 32]",ReLU,50,0.01,32,0.01525231
"[16, 32]",ReLU,50,0.01,64,0.016991155
"[16, 32]",ReLU,50,0.01,128,0.017093029
"[16, 32]",ReLU,50,0.01,256,0.020529214
"[16, 32]",ReLU,50,0.01,512,0.022799626
"[16, 32]",ReLU,50,0.001,16,0.017460523
"[16, 32]",ReLU,50,0.001,32,0.020768292
"[16, 32]",ReLU,50,0.001,64,0.023351636
"[16, 32]",ReLU,50,0.001,128,0.022787916
"[16, 32]",ReLU,50,0.001,256,0.028647758
"[16, 32]",ReLU,50,0.001,512,0.056203455
"[16, 32]",ReLU,50,0.0001,16,0.027889673
"[16, 32]",ReLU,50,0.0001,32,0.035908543
"[16, 32]",ReLU,50,0.0001,64,0.04780569
