Hidden Layers,Activation Function,Epochs,Learning Rate,Batch Size,MSE
"[16, 32]",ReLU,50,0.0001,128,0.082496546
"[16, 32]",ReLU,50,0.0001,256,0.061135795
"[16, 32]",ReLU,50,0.0001,512,0.20272173
"[16, 32]",ReLU,100,0.1,16,0.013668119
"[16, 32]",ReLU,100,0.1,32,0.013814372
"[16, 32]",ReLU,100,0.1,64,0.0143134035
"[16, 32]",ReLU,100,0.1,128,0.014041159
"[16, 32]",ReLU,100,0.1,256,0.014543753
"[16, 32]",ReLU,100,0.1,512,0.015009115
"[16, 32]",ReLU,100,0.01,16,0.014075752
"[16, 32]",ReLU,100,0.01,32,0.014374581
"[16, 32]",ReLU,100,0.01,64,0.0152821075
"[16, 32]",ReLU,100,0.01,128,0.016024249
"[16, 32]",ReLU,100,0.01,256,0.017477017
"[16, 32]",ReLU,100,0.01,512,0.018859202
"[16, 32]",ReLU,100,0.001,16,0.015583797
"[16, 32]",ReLU,100,0.001,32,0.017979098
"[16, 32]",ReLU,100,0.001,64,0.02013774
"[16, 32]",ReLU,100,0.001,128,0.022109654
"[16, 32]",ReLU,100,0.001,256,0.021400016
"[16, 32]",ReLU,100,0.001,512,0.026484612
"[16, 32]",ReLU,100,0.0001,16,0.021242986
"[16, 32]",ReLU,100,0.0001,32,0.028853113
"[16, 32]",ReLU,100,0.0001,64,0.027935207
"[16, 32]",ReLU,100,0.0001,128,0.06313796
"[16, 32]",ReLU,100,0.0001,256,0.077789515
"[16, 32]",ReLU,100,0.0001,512,0.065557145
"[16, 32]",ReLU,250,0.1,16,0.013963991
"[16, 32]",ReLU,250,0.1,32,0.01388444
"[16, 32]",ReLU,250,0.1,64,0.0133713
"[16, 32]",ReLU,250,0.1,128,0.013793723
"[16, 32]",ReLU,250,0.1,256,0.013932045
"[16, 32]",ReLU,250,0.1,512,0.014197528
"[16, 32]",ReLU,250,0.01,16,0.013509877
"[16, 32]",ReLU,250,0.01,32,0.014125615
"[16, 32]",ReLU,250,0.01,64,0.014613969
"[16, 32]",ReLU,250,0.01,128,0.015415449
"[16, 32]",ReLU,250,0.01,256,0.015605985
"[16, 32]",ReLU,250,0.01,512,0.017190112
"[16, 32]",ReLU,250,0.001,16,0.015274941
"[16, 32]",ReLU,250,0.001,32,0.0155511275
"[16, 32]",ReLU,250,0.001,64,0.017437937
"[16, 32]",ReLU,250,0.001,128,0.01791921
"[16, 32]",ReLU,250,0.001,256,0.023278108
"[16, 32]",ReLU,250,0.001,512,0.029727248
"[16, 32]",ReLU,250,0.0001,16,0.018511197
"[16, 32]",ReLU,250,0.0001,32,0.021825273
"[16, 32]",ReLU,250,0.0001,64,0.020949638
"[16, 32]",ReLU,250,0.0001,128,0.027338164
"[16, 32]",ReLU,250,0.0001,256,0.035779383
"[16, 32]",ReLU,250,0.0001,512,0.054966886
"[16, 32]",Tanh,1,0.1,16,0.01603488
"[16, 32]",Tanh,1,0.1,32,0.016235448
"[16, 32]",Tanh,1,0.1,64,0.017157637
"[16, 32]",Tanh,1,0.1,128,0.017856754
"[16, 32]",Tanh,1,0.1,256,0.019368228
"[16, 32]",Tanh,1,0.1,512,0.021478217
"[16, 32]",Tanh,1,0.01,16,0.018026104
"[16, 32]",Tanh,1,0.01,32,0.019905664
"[16, 32]",Tanh,1,0.01,64,0.038833182
"[16, 32]",Tanh,1,0.01,128,0.04458608
"[16, 32]",Tanh,1,0.01,256,0.13500288
"[16, 32]",Tanh,1,0.01,512,0.20409013
"[16, 32]",Tanh,1,0.001,16,0.054849096
"[16, 32]",Tanh,1,0.001,32,0.11108192
"[16, 32]",Tanh,1,0.001,64,0.20272377
"[16, 32]",Tanh,1,0.001,128,0.21273795
"[16, 32]",Tanh,1,0.001,256,0.2976301
"[16, 32]",Tanh,1,0.001,512,0.20083179
"[16, 32]",Tanh,1,0.0001,16,0.13997819
"[16, 32]",Tanh,1,0.0001,32,0.22348642
"[16, 32]",Tanh,1,0.0001,64,0.28847045
"[16, 32]",Tanh,1,0.0001,128,0.37042546
"[16, 32]",Tanh,1,0.0001,256,0.58038855
"[16, 32]",Tanh,1,0.0001,512,0.3740391
"[16, 32]",Tanh,10,0.1,16,0.015514416
"[16, 32]",Tanh,10,0.1,32,0.014994849
"[16, 32]",Tanh,10,0.1,64,0.016671842
"[16, 32]",Tanh,10,0.1,128,0.016101977
"[16, 32]",Tanh,10,0.1,256,0.016173692
"[16, 32]",Tanh,10,0.1,512,0.016141135
"[16, 32]",Tanh,10,0.01,16,0.016220758
"[16, 32]",Tanh,10,0.01,32,0.016251963
"[16, 32]",Tanh,10,0.01,64,0.01588616
"[16, 32]",Tanh,10,0.01,128,0.01835397
"[16, 32]",Tanh,10,0.01,256,0.02202273
"[16, 32]",Tanh,10,0.01,512,0.02720038
"[16, 32]",Tanh,10,0.001,16,0.017735478
"[16, 32]",Tanh,10,0.001,32,0.023256505
"[16, 32]",Tanh,10,0.001,64,0.02879684
"[16, 32]",Tanh,10,0.001,128,0.049525235
"[16, 32]",Tanh,10,0.001,256,0.08581967
"[16, 32]",Tanh,10,0.001,512,0.13278855
"[16, 32]",Tanh,10,0.0001,16,0.061550092
"[16, 32]",Tanh,10,0.0001,32,0.08478373
"[16, 32]",Tanh,10,0.0001,64,0.16426684
"[16, 32]",Tanh,10,0.0001,128,0.05373825
"[16, 32]",Tanh,10,0.0001,256,0.2229732
"[16, 32]",Tanh,10,0.0001,512,0.29443437
"[16, 32]",Tanh,25,0.1,16,0.015172653
"[16, 32]",Tanh,25,0.1,32,0.014791638
"[16, 32]",Tanh,25,0.1,64,0.015486795
"[16, 32]",Tanh,25,0.1,128,0.015450165
"[16, 32]",Tanh,25,0.1,256,0.015681554
"[16, 32]",Tanh,25,0.1,512,0.01569338
"[16, 32]",Tanh,25,0.01,16,0.0156044355
"[16, 32]",Tanh,25,0.01,32,0.01527917
"[16, 32]",Tanh,25,0.01,64,0.015582437
"[16, 32]",Tanh,25,0.01,128,0.016089473
"[16, 32]",Tanh,25,0.01,256,0.018579872
"[16, 32]",Tanh,25,0.01,512,0.01700455
"[16, 32]",Tanh,25,0.001,16,0.016991366
"[16, 32]",Tanh,25,0.001,32,0.018198913
"[16, 32]",Tanh,25,0.001,64,0.019152794
"[16, 32]",Tanh,25,0.001,128,0.022911537
"[16, 32]",Tanh,25,0.001,256,0.042518094
"[16, 32]",Tanh,25,0.001,512,0.096215196
"[16, 32]",Tanh,25,0.0001,16,0.029075852
"[16, 32]",Tanh,25,0.0001,32,0.040850535
"[16, 32]",Tanh,25,0.0001,64,0.11137578
"[16, 32]",Tanh,25,0.0001,128,0.09828055
"[16, 32]",Tanh,25,0.0001,256,0.26362547
"[16, 32]",Tanh,25,0.0001,512,0.34432343
"[16, 32]",Tanh,50,0.1,16,0.014209067
"[16, 32]",Tanh,50,0.1,32,0.014595741
"[16, 32]",Tanh,50,0.1,64,0.014905397
"[16, 32]",Tanh,50,0.1,128,0.0154663045
"[16, 32]",Tanh,50,0.1,256,0.015475659
"[16, 32]",Tanh,50,0.1,512,0.015520565
"[16, 32]",Tanh,50,0.01,16,0.015379569
"[16, 32]",Tanh,50,0.01,32,0.015319984
"[16, 32]",Tanh,50,0.01,64,0.0155451745
"[16, 32]",Tanh,50,0.01,128,0.01599994
"[16, 32]",Tanh,50,0.01,256,0.016607083
"[16, 32]",Tanh,50,0.01,512,0.016722547
"[16, 32]",Tanh,50,0.001,16,0.01609647
"[16, 32]",Tanh,50,0.001,32,0.016489102
"[16, 32]",Tanh,50,0.001,64,0.016832205
"[16, 32]",Tanh,50,0.001,128,0.020816557
"[16, 32]",Tanh,50,0.001,256,0.023667667
"[16, 32]",Tanh,50,0.001,512,0.040761404
"[16, 32]",Tanh,50,0.0001,16,0.021341456
"[16, 32]",Tanh,50,0.0001,32,0.029170342
"[16, 32]",Tanh,50,0.0001,64,0.042999342
"[16, 32]",Tanh,50,0.0001,128,0.11021783
"[16, 32]",Tanh,50,0.0001,256,0.18962231
"[16, 32]",Tanh,50,0.0001,512,0.09836882
"[16, 32]",Tanh,100,0.1,16,0.014655368
"[16, 32]",Tanh,100,0.1,32,0.014711689
"[16, 32]",Tanh,100,0.1,64,0.01429129
"[16, 32]",Tanh,100,0.1,128,0.014689774
"[16, 32]",Tanh,100,0.1,256,0.01486148
"[16, 32]",Tanh,100,0.1,512,0.015258253
"[16, 32]",Tanh,100,0.01,16,0.014774064
"[16, 32]",Tanh,100,0.01,32,0.01518984
"[16, 32]",Tanh,100,0.01,64,0.01549819
"[16, 32]",Tanh,100,0.01,128,0.015798867
"[16, 32]",Tanh,100,0.01,256,0.016368648
"[16, 32]",Tanh,100,0.01,512,0.016347306
"[16, 32]",Tanh,100,0.001,16,0.015968192
"[16, 32]",Tanh,100,0.001,32,0.01676148
"[16, 32]",Tanh,100,0.001,64,0.01770858
"[16, 32]",Tanh,100,0.001,128,0.017341308
"[16, 32]",Tanh,100,0.001,256,0.021639049
"[16, 32]",Tanh,100,0.001,512,0.021906596
"[16, 32]",Tanh,100,0.0001,16,0.016536154
"[16, 32]",Tanh,100,0.0001,32,0.017896192
"[16, 32]",Tanh,100,0.0001,64,0.026959859
"[16, 32]",Tanh,100,0.0001,128,0.030129328
"[16, 32]",Tanh,100,0.0001,256,0.087412156
"[16, 32]",Tanh,100,0.0001,512,0.21757564
"[16, 32]",Tanh,250,0.1,16,0.013993683
"[16, 32]",Tanh,250,0.1,32,0.013785881
"[16, 32]",Tanh,250,0.1,64,0.013696576
"[16, 32]",Tanh,250,0.1,128,0.014273317
"[16, 32]",Tanh,250,0.1,256,0.014079309
"[16, 32]",Tanh,250,0.1,512,0.014799388
"[16, 32]",Tanh,250,0.01,16,0.01410489
"[16, 32]",Tanh,250,0.01,32,0.014712699
"[16, 32]",Tanh,250,0.01,64,0.014841476
"[16, 32]",Tanh,250,0.01,128,0.015845679
"[16, 32]",Tanh,250,0.01,256,0.01556419
"[16, 32]",Tanh,250,0.01,512,0.016101308
"[16, 32]",Tanh,250,0.001,16,0.015405938
"[16, 32]",Tanh,250,0.001,32,0.015706712
"[16, 32]",Tanh,250,0.001,64,0.016178325
"[16, 32]",Tanh,250,0.001,128,0.017114433
"[16, 32]",Tanh,250,0.001,256,0.016725536
"[16, 32]",Tanh,250,0.001,512,0.017384298
"[16, 32]",Tanh,250,0.0001,16,0.016278286
"[16, 32]",Tanh,250,0.0001,32,0.01695801
"[16, 32]",Tanh,250,0.0001,64,0.018691724
"[16, 32]",Tanh,250,0.0001,128,0.02402436
"[16, 32]",Tanh,250,0.0001,256,0.038510486
"[16, 32]",Tanh,250,0.0001,512,0.069708765
"[32, 64]",Identity,1,0.1,16,0.016773816
"[32, 64]",Identity,1,0.1,32,0.017395573
"[32, 64]",Identity,1,0.1,64,0.016475068
"[32, 64]",Identity,1,0.1,128,0.015818603
"[32, 64]",Identity,1,0.1,256,0.017310668
"[32, 64]",Identity,1,0.1,512,0.019869093
"[32, 64]",Identity,1,0.01,16,0.01654704
"[32, 64]",Identity,1,0.01,32,0.018167343
"[32, 64]",Identity,1,0.01,64,0.022549508
"[32, 64]",Identity,1,0.01,128,0.043429967
"[32, 64]",Identity,1,0.01,256,0.07633145
"[32, 64]",Identity,1,0.01,512,0.119341835
"[32, 64]",Identity,1,0.001,16,0.040448785
"[32, 64]",Identity,1,0.001,32,0.11894259
"[32, 64]",Identity,1,0.001,64,0.1280801
"[32, 64]",Identity,1,0.001,128,0.29679164
"[32, 64]",Identity,1,0.001,256,0.24739252
"[32, 64]",Identity,1,0.001,512,0.4235477
"[32, 64]",Identity,1,0.0001,16,0.28427482
"[32, 64]",Identity,1,0.0001,32,0.2034925
"[32, 64]",Identity,1,0.0001,64,0.14997324
"[32, 64]",Identity,1,0.0001,128,0.39368218
"[32, 64]",Identity,1,0.0001,256,0.26949665
"[32, 64]",Identity,1,0.0001,512,0.6754578
"[32, 64]",Identity,10,0.1,16,0.016114177
"[32, 64]",Identity,10,0.1,32,0.015994616
"[32, 64]",Identity,10,0.1,64,0.016804332
"[32, 64]",Identity,10,0.1,128,0.015835347
"[32, 64]",Identity,10,0.1,256,0.015893502
"[32, 64]",Identity,10,0.1,512,0.015965782
"[32, 64]",Identity,10,0.01,16,0.016263157
"[32, 64]",Identity,10,0.01,32,0.016377663
"[32, 64]",Identity,10,0.01,64,0.016645785
"[32, 64]",Identity,10,0.01,128,0.016105724
"[32, 64]",Identity,10,0.01,256,0.01619961
"[32, 64]",Identity,10,0.01,512,0.018721733
"[32, 64]",Identity,10,0.001,16,0.016825296
"[32, 64]",Identity,10,0.001,32,0.016085148
"[32, 64]",Identity,10,0.001,64,0.021128576
"[32, 64]",Identity,10,0.001,128,0.030609988
"[32, 64]",Identity,10,0.001,256,0.08602499
"[32, 64]",Identity,10,0.001,512,0.10000285
"[32, 64]",Identity,10,0.0001,16,0.026689343
"[32, 64]",Identity,10,0.0001,32,0.07847263
"[32, 64]",Identity,10,0.0001,64,0.21671337
"[32, 64]",Identity,10,0.0001,128,0.17082725
"[32, 64]",Identity,10,0.0001,256,0.21146104
"[32, 64]",Identity,10,0.0001,512,0.33929342
"[32, 64]",Identity,25,0.1,16,0.016334793
"[32, 64]",Identity,25,0.1,32,0.017571367
"[32, 64]",Identity,25,0.1,64,0.016371824
"[32, 64]",Identity,25,0.1,128,0.016289806
"[32, 64]",Identity,25,0.1,256,0.016141746
"[32, 64]",Identity,25,0.1,512,0.015836788
"[32, 64]",Identity,25,0.01,16,0.016131155
"[32, 64]",Identity,25,0.01,32,0.015974725
"[32, 64]",Identity,25,0.01,64,0.016044702
"[32, 64]",Identity,25,0.01,128,0.016477296
"[32, 64]",Identity,25,0.01,256,0.016098013
"[32, 64]",Identity,25,0.01,512,0.01626244
"[32, 64]",Identity,25,0.001,16,0.016543156
"[32, 64]",Identity,25,0.001,32,0.016262153
"[32, 64]",Identity,25,0.001,64,0.016326157
"[32, 64]",Identity,25,0.001,128,0.020143092
"[32, 64]",Identity,25,0.001,256,0.02614123
"[32, 64]",Identity,25,0.001,512,0.05417926
"[32, 64]",Identity,25,0.0001,16,0.02163717
"[32, 64]",Identity,25,0.0001,32,0.031232795
"[32, 64]",Identity,25,0.0001,64,0.08640512
"[32, 64]",Identity,25,0.0001,128,0.11935515
"[32, 64]",Identity,25,0.0001,256,0.2634134
"[32, 64]",Identity,25,0.0001,512,0.43289655
"[32, 64]",Identity,50,0.1,16,0.015969733
"[32, 64]",Identity,50,0.1,32,0.01759059
"[32, 64]",Identity,50,0.1,64,0.01583315
"[32, 64]",Identity,50,0.1,128,0.01578846
"[32, 64]",Identity,50,0.1,256,0.015999505
"[32, 64]",Identity,50,0.1,512,0.016010372
"[32, 64]",Identity,50,0.01,16,0.01588398
"[32, 64]",Identity,50,0.01,32,0.015743569
"[32, 64]",Identity,50,0.01,64,0.015923483
"[32, 64]",Identity,50,0.01,128,0.015900219
"[32, 64]",Identity,50,0.01,256,0.01653965
"[32, 64]",Identity,50,0.01,512,0.015808124
"[32, 64]",Identity,50,0.001,16,0.0159959
"[32, 64]",Identity,50,0.001,32,0.01589672
"[32, 64]",Identity,50,0.001,64,0.016771182
"[32, 64]",Identity,50,0.001,128,0.01627808
"[32, 64]",Identity,50,0.001,256,0.022730587
"[32, 64]",Identity,50,0.001,512,0.021475092
"[32, 64]",Identity,50,0.0001,16,0.017577417
"[32, 64]",Identity,50,0.0001,32,0.024885986
"[32, 64]",Identity,50,0.0001,64,0.031401653
"[32, 64]",Identity,50,0.0001,128,0.10433962
"[32, 64]",Identity,50,0.0001,256,0.15358986
"[32, 64]",Identity,50,0.0001,512,0.28593484
"[32, 64]",Identity,100,0.1,16,0.016041147
"[32, 64]",Identity,100,0.1,32,0.016821047
"[32, 64]",Identity,100,0.1,64,0.01634653
"[32, 64]",Identity,100,0.1,128,0.015904933
"[32, 64]",Identity,100,0.1,256,0.01595976
"[32, 64]",Identity,100,0.1,512,0.015874581
"[32, 64]",Identity,100,0.01,16,0.015951717
"[32, 64]",Identity,100,0.01,32,0.015784765
"[32, 64]",Identity,100,0.01,64,0.015700284
"[32, 64]",Identity,100,0.01,128,0.015931958
"[32, 64]",Identity,100,0.01,256,0.016182197
"[32, 64]",Identity,100,0.01,512,0.016099673
"[32, 64]",Identity,100,0.001,16,0.015867898
"[32, 64]",Identity,100,0.001,32,0.016064849
"[32, 64]",Identity,100,0.001,64,0.016710456
"[32, 64]",Identity,100,0.001,128,0.015999438
"[32, 64]",Identity,100,0.001,256,0.017095689
"[32, 64]",Identity,100,0.001,512,0.016200446
"[32, 64]",Identity,100,0.0001,16,0.017114205
"[32, 64]",Identity,100,0.0001,32,0.016826503
"[32, 64]",Identity,100,0.0001,64,0.021465741
"[32, 64]",Identity,100,0.0001,128,0.030833773
"[32, 64]",Identity,100,0.0001,256,0.0709752
"[32, 64]",Identity,100,0.0001,512,0.15021756
"[32, 64]",Identity,250,0.1,16,0.016604373
"[32, 64]",Identity,250,0.1,32,0.01607776
"[32, 64]",Identity,250,0.1,64,0.016168306
"[32, 64]",Identity,250,0.1,128,0.016172597
"[32, 64]",Identity,250,0.1,256,0.015818873
"[32, 64]",Identity,250,0.1,512,0.015785418
"[32, 64]",Identity,250,0.01,16,0.016401459
"[32, 64]",Identity,250,0.01,32,0.015852649
"[32, 64]",Identity,250,0.01,64,0.015756113
"[32, 64]",Identity,250,0.01,128,0.01585343
"[32, 64]",Identity,250,0.01,256,0.015821815
"[32, 64]",Identity,250,0.01,512,0.015868038
"[32, 64]",Identity,250,0.001,16,0.015793806
"[32, 64]",Identity,250,0.001,32,0.015820816
"[32, 64]",Identity,250,0.001,64,0.015946971
"[32, 64]",Identity,250,0.001,128,0.016250625
"[32, 64]",Identity,250,0.001,256,0.016197013
"[32, 64]",Identity,250,0.001,512,0.016371898
"[32, 64]",Identity,250,0.0001,16,0.015973805
"[32, 64]",Identity,250,0.0001,32,0.016223436
"[32, 64]",Identity,250,0.0001,64,0.016178994
"[32, 64]",Identity,250,0.0001,128,0.02661097
"[32, 64]",Identity,250,0.0001,256,0.025295695
"[32, 64]",Identity,250,0.0001,512,0.091911376
"[32, 64]",Sigmoid,1,0.1,16,0.01990765
"[32, 64]",Sigmoid,1,0.1,32,0.021402761
"[32, 64]",Sigmoid,1,0.1,64,0.020307187
"[32, 64]",Sigmoid,1,0.1,128,0.02076346
"[32, 64]",Sigmoid,1,0.1,256,0.025367655
"[32, 64]",Sigmoid,1,0.1,512,0.05377919
"[32, 64]",Sigmoid,1,0.01,16,0.019962214
"[32, 64]",Sigmoid,1,0.01,32,0.02125045
"[32, 64]",Sigmoid,1,0.01,64,0.022108436
"[32, 64]",Sigmoid,1,0.01,128,0.022947583
"[32, 64]",Sigmoid,1,0.01,256,0.021381624
"[32, 64]",Sigmoid,1,0.01,512,0.02053812
"[32, 64]",Sigmoid,1,0.001,16,0.02122902
"[32, 64]",Sigmoid,1,0.001,32,0.021239616
"[32, 64]",Sigmoid,1,0.001,64,0.020249438
"[32, 64]",Sigmoid,1,0.001,128,0.076762296
"[32, 64]",Sigmoid,1,0.001,256,0.02361244
"[32, 64]",Sigmoid,1,0.001,512,0.13713516
"[32, 64]",Sigmoid,1,0.0001,16,0.033576693
"[32, 64]",Sigmoid,1,0.0001,32,0.04036811
"[32, 64]",Sigmoid,1,0.0001,64,0.08014305
"[32, 64]",Sigmoid,1,0.0001,128,0.121700905
"[32, 64]",Sigmoid,1,0.0001,256,0.15136136
"[32, 64]",Sigmoid,1,0.0001,512,0.77389574
"[32, 64]",Sigmoid,10,0.1,16,0.017495148
"[32, 64]",Sigmoid,10,0.1,32,0.015553751
"[32, 64]",Sigmoid,10,0.1,64,0.01587261
"[32, 64]",Sigmoid,10,0.1,128,0.021479785
"[32, 64]",Sigmoid,10,0.1,256,0.02092184
"[32, 64]",Sigmoid,10,0.1,512,0.021490758
"[32, 64]",Sigmoid,10,0.01,16,0.019402632
"[32, 64]",Sigmoid,10,0.01,32,0.020727994
"[32, 64]",Sigmoid,10,0.01,64,0.021401562
"[32, 64]",Sigmoid,10,0.01,128,0.021200554
"[32, 64]",Sigmoid,10,0.01,256,0.021863272
"[32, 64]",Sigmoid,10,0.01,512,0.022483567
"[32, 64]",Sigmoid,10,0.001,16,0.020323219
"[32, 64]",Sigmoid,10,0.001,32,0.02179434
"[32, 64]",Sigmoid,10,0.001,64,0.022406299
"[32, 64]",Sigmoid,10,0.001,128,0.021906575
"[32, 64]",Sigmoid,10,0.001,256,0.020288425
"[32, 64]",Sigmoid,10,0.001,512,0.022991693
"[32, 64]",Sigmoid,10,0.0001,16,0.022007536
"[32, 64]",Sigmoid,10,0.0001,32,0.02290026
"[32, 64]",Sigmoid,10,0.0001,64,0.030563813
"[32, 64]",Sigmoid,10,0.0001,128,0.06190315
"[32, 64]",Sigmoid,10,0.0001,256,0.06580113
"[32, 64]",Sigmoid,10,0.0001,512,0.24306555
"[32, 64]",Sigmoid,25,0.1,16,0.016319636
"[32, 64]",Sigmoid,25,0.1,32,0.016751597
"[32, 64]",Sigmoid,25,0.1,64,0.017432334
"[32, 64]",Sigmoid,25,0.1,128,0.0152970785
"[32, 64]",Sigmoid,25,0.1,256,0.016711406
"[32, 64]",Sigmoid,25,0.1,512,0.022048729
"[32, 64]",Sigmoid,25,0.01,16,0.01704869
"[32, 64]",Sigmoid,25,0.01,32,0.018693585
"[32, 64]",Sigmoid,25,0.01,64,0.020751828
"[32, 64]",Sigmoid,25,0.01,128,0.019711312
"[32, 64]",Sigmoid,25,0.01,256,0.020738155
"[32, 64]",Sigmoid,25,0.01,512,0.021987269
"[32, 64]",Sigmoid,25,0.001,16,0.021320665
"[32, 64]",Sigmoid,25,0.001,32,0.022003263
"[32, 64]",Sigmoid,25,0.001,64,0.02024013
"[32, 64]",Sigmoid,25,0.001,128,0.021833826
"[32, 64]",Sigmoid,25,0.001,256,0.021669399
"[32, 64]",Sigmoid,25,0.001,512,0.021686744
"[32, 64]",Sigmoid,25,0.0001,16,0.021647548
"[32, 64]",Sigmoid,25,0.0001,32,0.021044198
"[32, 64]",Sigmoid,25,0.0001,64,0.021616722
"[32, 64]",Sigmoid,25,0.0001,128,0.025582647
"[32, 64]",Sigmoid,25,0.0001,256,0.02566564
"[32, 64]",Sigmoid,25,0.0001,512,0.08013992
"[32, 64]",Sigmoid,50,0.1,16,0.015747406
"[32, 64]",Sigmoid,50,0.1,32,0.015860608
"[32, 64]",Sigmoid,50,0.1,64,0.015689172
"[32, 64]",Sigmoid,50,0.1,128,0.015882721
"[32, 64]",Sigmoid,50,0.1,256,0.016356047
"[32, 64]",Sigmoid,50,0.1,512,0.016132817
"[32, 64]",Sigmoid,50,0.01,16,0.01645345
"[32, 64]",Sigmoid,50,0.01,32,0.017704507
"[32, 64]",Sigmoid,50,0.01,64,0.01998435
"[32, 64]",Sigmoid,50,0.01,128,0.020235492
"[32, 64]",Sigmoid,50,0.01,256,0.021074997
"[32, 64]",Sigmoid,50,0.01,512,0.02167999
"[32, 64]",Sigmoid,50,0.001,16,0.020449542
"[32, 64]",Sigmoid,50,0.001,32,0.021095386
"[32, 64]",Sigmoid,50,0.001,64,0.020707076
"[32, 64]",Sigmoid,50,0.001,128,0.022637704
"[32, 64]",Sigmoid,50,0.001,256,0.022791505
"[32, 64]",Sigmoid,50,0.001,512,0.021127798
"[32, 64]",Sigmoid,50,0.0001,16,0.021677606
"[32, 64]",Sigmoid,50,0.0001,32,0.021370858
"[32, 64]",Sigmoid,50,0.0001,64,0.021008346
"[32, 64]",Sigmoid,50,0.0001,128,0.02102354
"[32, 64]",Sigmoid,50,0.0001,256,0.021780275
"[32, 64]",Sigmoid,50,0.0001,512,0.042885896
"[32, 64]",Sigmoid,100,0.1,16,0.016023738
"[32, 64]",Sigmoid,100,0.1,32,0.015292661
"[32, 64]",Sigmoid,100,0.1,64,0.01596444
"[32, 64]",Sigmoid,100,0.1,128,0.015757171
"[32, 64]",Sigmoid,100,0.1,256,0.015909744
"[32, 64]",Sigmoid,100,0.1,512,0.016322723
"[32, 64]",Sigmoid,100,0.01,16,0.01586697
"[32, 64]",Sigmoid,100,0.01,32,0.016470341
"[32, 64]",Sigmoid,100,0.01,64,0.017693274
"[32, 64]",Sigmoid,100,0.01,128,0.019506965
"[32, 64]",Sigmoid,100,0.01,256,0.019808663
"[32, 64]",Sigmoid,100,0.01,512,0.01952072
"[32, 64]",Sigmoid,100,0.001,16,0.019203415
"[32, 64]",Sigmoid,100,0.001,32,0.020096388
"[32, 64]",Sigmoid,100,0.001,64,0.021212066
"[32, 64]",Sigmoid,100,0.001,128,0.021097051
"[32, 64]",Sigmoid,100,0.001,256,0.021254996
"[32, 64]",Sigmoid,100,0.001,512,0.02160383
"[32, 64]",Sigmoid,100,0.0001,16,0.021533601
"[32, 64]",Sigmoid,100,0.0001,32,0.021379268
"[32, 64]",Sigmoid,100,0.0001,64,0.021021055
"[32, 64]",Sigmoid,100,0.0001,128,0.021109682
"[32, 64]",Sigmoid,100,0.0001,256,0.020855865
"[32, 64]",Sigmoid,100,0.0001,512,0.02251038
"[32, 64]",Sigmoid,250,0.1,16,0.014043712
"[32, 64]",Sigmoid,250,0.1,32,0.014735605
"[32, 64]",Sigmoid,250,0.1,64,0.015467359
"[32, 64]",Sigmoid,250,0.1,128,0.015311116
"[32, 64]",Sigmoid,250,0.1,256,0.015767016
"[32, 64]",Sigmoid,250,0.1,512,0.016084699
"[32, 64]",Sigmoid,250,0.01,16,0.015837567
"[32, 64]",Sigmoid,250,0.01,32,0.016084122
"[32, 64]",Sigmoid,250,0.01,64,0.016184269
"[32, 64]",Sigmoid,250,0.01,128,0.017465785
"[32, 64]",Sigmoid,250,0.01,256,0.0190519
"[32, 64]",Sigmoid,250,0.01,512,0.019302266
"[32, 64]",Sigmoid,250,0.001,16,0.016967973
"[32, 64]",Sigmoid,250,0.001,32,0.018406082
"[32, 64]",Sigmoid,250,0.001,64,0.019177623
"[32, 64]",Sigmoid,250,0.001,128,0.020423232
"[32, 64]",Sigmoid,250,0.001,256,0.021656176
"[32, 64]",Sigmoid,250,0.001,512,0.021121694
"[32, 64]",Sigmoid,250,0.0001,16,0.020559464
"[32, 64]",Sigmoid,250,0.0001,32,0.020995429
"[32, 64]",Sigmoid,250,0.0001,64,0.021659072
"[32, 64]",Sigmoid,250,0.0001,128,0.021867285
"[32, 64]",Sigmoid,250,0.0001,256,0.022647386
"[32, 64]",Sigmoid,250,0.0001,512,0.020786788
"[32, 64]",ReLU,1,0.1,16,0.016427362
"[32, 64]",ReLU,1,0.1,32,0.016916405
"[32, 64]",ReLU,1,0.1,64,0.019802732
"[32, 64]",ReLU,1,0.1,128,0.02262587
"[32, 64]",ReLU,1,0.1,256,0.02297879
"[32, 64]",ReLU,1,0.1,512,0.027952986
"[32, 64]",ReLU,1,0.01,16,0.024028206
"[32, 64]",ReLU,1,0.01,32,0.028956903
"[32, 64]",ReLU,1,0.01,64,0.03753976
"[32, 64]",ReLU,1,0.01,128,0.04447456
"[32, 64]",ReLU,1,0.01,256,0.050347473
"[32, 64]",ReLU,1,0.01,512,0.122711115
"[32, 64]",ReLU,1,0.001,16,0.062036835
"[32, 64]",ReLU,1,0.001,32,0.05427602
"[32, 64]",ReLU,1,0.001,64,0.20944792
"[32, 64]",ReLU,1,0.001,128,0.27418002
"[32, 64]",ReLU,1,0.001,256,0.19623134
"[32, 64]",ReLU,1,0.001,512,0.26723945
"[32, 64]",ReLU,1,0.0001,16,0.15429504
"[32, 64]",ReLU,1,0.0001,32,0.12909049
"[32, 64]",ReLU,1,0.0001,64,0.20044267
"[32, 64]",ReLU,1,0.0001,128,0.16905807
"[32, 64]",ReLU,1,0.0001,256,0.42493406
